year,collaborating_institution,country,work_id
2022,Harvard University,US,https://openalex.org/W4213144975
2022,Johns Hopkins All Children's Hospital,US,https://openalex.org/W4213144975
2022,Sydney Children's Hospital,AU,https://openalex.org/W4213144975
2022,Children's Hospital of Los Angeles,US,https://openalex.org/W4213144975
2022,Children's Hospital of Los Angeles,US,https://openalex.org/W4213144975
2022,Medical College of Wisconsin,US,https://openalex.org/W4213144975
2022,Carolinas Medical Center,US,https://openalex.org/W4281572737
2022,Cleveland Clinic,US,https://openalex.org/W4281572737
2022,Harvard University,US,https://openalex.org/W4281572737
2022,Cleveland Clinic,US,https://openalex.org/W4281572737
2022,"Rutgers, The State University of New Jersey",US,https://openalex.org/W4281572737
2022,University of Cincinnati,US,https://openalex.org/W4281572737
2022,University of Arizona,US,https://openalex.org/W4296795198
2022,Dartmouth–Hitchcock Medical Center,US,https://openalex.org/W4296795198
2022,Massachusetts Department of Public Health,US,https://openalex.org/W4296795198
2022,Boston University,US,https://openalex.org/W4296795198
2022,Carolinas Medical Center,US,https://openalex.org/W4296795198
2022,Massachusetts Department of Public Health,US,https://openalex.org/W4296795198
2022,Oregon Health & Science University,US,https://openalex.org/W4296795198
2022,University of Colorado Denver,US,https://openalex.org/W4296795198
2022,Michigan State University,US,https://openalex.org/W4296795198
2023,City of Hope,US,https://openalex.org/W4380078644
2023,Children's Healthcare of Atlanta,US,https://openalex.org/W4380078644
2023,Cornell University,US,https://openalex.org/W4380078644
2023,"Rutgers, The State University of New Jersey",US,https://openalex.org/W4380078644
2023,McGill University Health Centre,CA,https://openalex.org/W4380078644
2023,SickKids Foundation,CA,https://openalex.org/W4380078644
2023,Princess Margaret Cancer Centre,CA,https://openalex.org/W4380078644
2023,Tufts Medical Center,US,https://openalex.org/W4380078644
2023,The University of Texas MD Anderson Cancer Center,US,https://openalex.org/W4380078644
2023,University of Rochester,US,https://openalex.org/W4380078644
2023,Washington University in St. Louis,US,https://openalex.org/W4380078644
2023,"University of California, Davis",US,https://openalex.org/W4380078644
2023,City of Hope,US,https://openalex.org/W4380078644
2023,Medical University of South Carolina,US,https://openalex.org/W4380078644
2023,Levine Cancer Institute,US,https://openalex.org/W4380078644
2023,Moffitt Cancer Center,US,https://openalex.org/W4380078644
2023,Memorial Sloan Kettering Cancer Center,US,https://openalex.org/W4380078644
2023,Huntsman Cancer Institute,US,https://openalex.org/W4380078644
2023,Sylvester Comprehensive Cancer Center,US,https://openalex.org/W4380078644
2023,The University of Texas at San Antonio,US,https://openalex.org/W4380078644
2023,University of Alabama at Birmingham,US,https://openalex.org/W4380078644
2023,Memorial Sloan Kettering Cancer Center,US,https://openalex.org/W4380078644
2023,Children's Hospital of Los Angeles,US,https://openalex.org/W4380078644
2023,Seattle Children's Hospital,US,https://openalex.org/W4380078644
2023,Illinois CancerCare,US,https://openalex.org/W4380078644
2023,Prisma Health,US,https://openalex.org/W4380078644
2023,West Michigan Cancer Center,US,https://openalex.org/W4380078644
2023,Community Medical Center,US,https://openalex.org/W4380078644
2023,Fairview Ridges Hospital,US,https://openalex.org/W4380078644
2023,Emory University Hospital,US,https://openalex.org/W4380078644
2023,University of Michigan–Ann Arbor,US,https://openalex.org/W4380078644
2023,Children's Hospital of Los Angeles,US,https://openalex.org/W4380078644
2023,University of Rochester,US,https://openalex.org/W4380078644
2023,University of Virginia,US,https://openalex.org/W4380078644
2023,Princess Margaret Cancer Centre,CA,https://openalex.org/W4380078644
2023,National Cancer Institute,US,https://openalex.org/W4380078644
2023,Dana-Farber Cancer Institute,US,https://openalex.org/W4380078644
2023,Princess Margaret Cancer Centre,CA,https://openalex.org/W4380078644
2023,Washington University in St. Louis,US,https://openalex.org/W4380078644
2023,Cornell University,US,https://openalex.org/W4380078644
2023,University of Chicago,US,https://openalex.org/W4380078644
2023,City of Hope,US,https://openalex.org/W4380078644
2023,Roswell Park Comprehensive Cancer Center,US,https://openalex.org/W4380078644
2023,University of Rochester,US,https://openalex.org/W4380078644
2023,University of Sheffield,GB,https://openalex.org/W4367174223
2023,IBM (United States),US,https://openalex.org/W4367174223
2023,IBM (United States),US,https://openalex.org/W4367174223
2023,University of Plymouth,GB,https://openalex.org/W4367174223
2023,Cleveland Clinic London,GB,https://openalex.org/W4367174223
2023,Carolinas Medical Center,US,https://openalex.org/W4367174223
2023,Brigham and Women's Hospital,US,https://openalex.org/W4367174223
2023,Mayo Clinic,US,https://openalex.org/W4367174223
2020,University of Lausanne,CH,https://openalex.org/W3015383915
2020,University of Lausanne,CH,https://openalex.org/W3015383915
2020,Universität Hamburg,DE,https://openalex.org/W3015383915
2020,University Medical Center Hamburg-Eppendorf,DE,https://openalex.org/W3015383915
2020,Carolinas Medical Center,US,https://openalex.org/W3015383915
2020,Université Claude Bernard Lyon 1,FR,https://openalex.org/W3015383915
2020,University of Lausanne,CH,https://openalex.org/W3015383915
2020,University of Lausanne,CH,https://openalex.org/W3015383915
2020,Carolinas Medical Center,US,https://openalex.org/W3039472315
2020,Carolinas Medical Center,US,https://openalex.org/W3039472315
2020,Radiology Associates,US,https://openalex.org/W3039472315
2020,Carolinas Medical Center,US,https://openalex.org/W3039472315
2020,Carolinas Medical Center,US,https://openalex.org/W3039472315
2020,Carolinas Medical Center,US,https://openalex.org/W3039472315
2020,Radiology Associates,US,https://openalex.org/W3039472315
2020,Northwestern University,US,https://openalex.org/W3086237412
2020,Carolinas Medical Center,US,https://openalex.org/W3086237412
2020,Northwestern University,US,https://openalex.org/W3086237412
2020,Northwestern University,US,https://openalex.org/W3086237412
2020,Northwestern University,US,https://openalex.org/W3086237412
2020,Northwestern University,US,https://openalex.org/W3086237412
2020,Northwestern University,US,https://openalex.org/W3086237412
2020,Northwestern University,US,https://openalex.org/W3086237412
2020,Northwestern University,US,https://openalex.org/W3086237412
2020,Carolinas Medical Center,US,https://openalex.org/W3035939231
2020,Swedish Medical Center,US,https://openalex.org/W3035939231
2020,Johns Hopkins University,US,https://openalex.org/W3035939231
2020,American Association for the Study of Liver Diseases,US,https://openalex.org/W3035939231
2020,Center for Advancing Health,US,https://openalex.org/W3035939231
2020,Virginia Commonwealth University,US,https://openalex.org/W3035939231
2020,Massachusetts General Hospital,US,https://openalex.org/W3035939231
2020,University of Illinois Chicago,US,https://openalex.org/W3035939231
2020,Mount Auburn Hospital,US,https://openalex.org/W3087883282
2020,Carolinas Medical Center,US,https://openalex.org/W3087883282
2020,University of Oklahoma,US,https://openalex.org/W3087883282
2020,St. Luke's University Health Network,US,https://openalex.org/W3087883282
2020,St. Luke's University Health Network,US,https://openalex.org/W3087883282
2020,Mount Auburn Hospital,US,https://openalex.org/W3087883282
2021,Monash Health,AU,https://openalex.org/W4226025177
2021,Azienda Socio Sanitaria Territoriale Grande Ospedale Metropolitano Niguarda,IT,https://openalex.org/W4226025177
2021,University of Manchester,GB,https://openalex.org/W4226025177
2021,Beatson West of Scotland Cancer Centre,GB,https://openalex.org/W4226025177
2021,Carolinas Medical Center,US,https://openalex.org/W4226025177
2021,North Shore Hospital,NZ,https://openalex.org/W4226025177
2021,First Affiliated Hospital Zhejiang University,CN,https://openalex.org/W4226025177
2021,Flinders Medical Centre,AU,https://openalex.org/W4226025177
2021,University of Bologna,IT,https://openalex.org/W4226025177
2021,Weill Cornell Medicine,US,https://openalex.org/W4226025177
2021,Assistance Publique – Hôpitaux de Paris,FR,https://openalex.org/W4226025177
2021,Auckland City Hospital,NZ,https://openalex.org/W4226025177
2021,Peking University,CN,https://openalex.org/W4226025177
2021,Institute of Hematology & Blood Diseases Hospital,CN,https://openalex.org/W4226025177
2021,Sarah Cannon Research Institute,GB,https://openalex.org/W4226025177
2021,University of Virginia,US,https://openalex.org/W4226025177
2021,University College London Hospitals NHS Foundation Trust,GB,https://openalex.org/W4226025177
2021,Institut Bergonié,FR,https://openalex.org/W4226025177
2021,Frankston Hospital,AU,https://openalex.org/W4226025177
2021,Olivia Newton-John Cancer Wellness & Research Centre,AU,https://openalex.org/W4226025177
2021,Princess Alexandra Hospital,AU,https://openalex.org/W4226025177
2021,St George Hospital,AU,https://openalex.org/W4226025177
2021,Australian National University,AU,https://openalex.org/W4226025177
2021,Henan Cancer Hospital,CN,https://openalex.org/W4226025177
2021,State Key Laboratory of Oncogene and Related Genes,CN,https://openalex.org/W4226025177
2021,State Key Laboratory of Oncogene and Related Genes,CN,https://openalex.org/W4226025177
2021,Concord Repatriation General Hospital,AU,https://openalex.org/W4226025177
2021,Sint Franciscus Gasthuis,NL,https://openalex.org/W3181645041
2021,Sint Franciscus Gasthuis,NL,https://openalex.org/W3181645041
2021,Carolinas Medical Center,US,https://openalex.org/W3181645041
2021,Carolinas Medical Center,US,https://openalex.org/W3181645041
2021,University of Pennsylvania,US,https://openalex.org/W3181645041
2021,Carolinas Medical Center,US,https://openalex.org/W3181645041
2021,Royal Devon and Exeter Hospital,GB,https://openalex.org/W3181645041
2021,University of Pennsylvania,US,https://openalex.org/W3181645041
2021,Carolinas Medical Center,US,https://openalex.org/W3181645041
2021,Carolinas Medical Center,US,https://openalex.org/W3181645041
2021,Carolinas Medical Center,US,https://openalex.org/W3181645041
2021,Fondazione Poliambulanza Istituto Ospedaliero,IT,https://openalex.org/W4206095103
2021,Fondazione Poliambulanza Istituto Ospedaliero,IT,https://openalex.org/W4206095103
2021,Miwa Hospital,JP,https://openalex.org/W4206095103
2021,"University of California, San Francisco",US,https://openalex.org/W4206095103
2021,Vita-Salute San Raffaele University,IT,https://openalex.org/W4206095103
2021,Maastricht University Medical Centre,NL,https://openalex.org/W4206095103
2021,University of Milano-Bicocca,IT,https://openalex.org/W4206095103
2021,Maastricht University Medical Centre,NL,https://openalex.org/W4206095103
2021,University of Washington,US,https://openalex.org/W4206095103
2021,Agia Olga Hospital,GR,https://openalex.org/W4206095103
2021,Vita-Salute San Raffaele University,IT,https://openalex.org/W4206095103
2021,Ulsan College,KR,https://openalex.org/W4206095103
2021,University of Toronto,CA,https://openalex.org/W4206095103
2021,Ulsan College,KR,https://openalex.org/W4206095103
2021,Thomas Jefferson University,US,https://openalex.org/W4206095103
2021,Zhejiang University,CN,https://openalex.org/W4206095103
2021,Duke Medical Center,US,https://openalex.org/W4206095103
2021,Vita-Salute San Raffaele University,IT,https://openalex.org/W4206095103
2021,Carolinas Medical Center,US,https://openalex.org/W4206095103
2021,Vita-Salute San Raffaele University,IT,https://openalex.org/W4206095103
2021,Stanley Medical College,IN,https://openalex.org/W4206095103
2021,University of Washington,US,https://openalex.org/W4206095103
2021,Thomas Jefferson University,US,https://openalex.org/W4206095103
2021,Zhejiang University,CN,https://openalex.org/W4206095103
2021,University Hospitals Birmingham NHS Foundation Trust,GB,https://openalex.org/W4206095103
2021,Skåne University Hospital,SE,https://openalex.org/W4206095103
2021,Radboud University Nijmegen,NL,https://openalex.org/W4206095103
2021,Carolinas Medical Center,US,https://openalex.org/W4206095103
2021,Memorial Sloan Kettering Cancer Center,US,https://openalex.org/W4206095103
2021,Skåne University Hospital,SE,https://openalex.org/W4206095103
2021,Thomas Jefferson University,US,https://openalex.org/W4206095103
2021,Duke Medical Center,US,https://openalex.org/W4206095103
2021,Agia Olga Hospital,GR,https://openalex.org/W4206095103
2021,Fondazione Poliambulanza Istituto Ospedaliero,IT,https://openalex.org/W4206095103
2021,Jordan Hospital,JO,https://openalex.org/W3127461906
2021,Jordan Hospital,JO,https://openalex.org/W3127461906
2021,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,MX,https://openalex.org/W3127461906
2021,Universidad Complutense de Madrid,ES,https://openalex.org/W3127461906
